id_programa,nombre_programa,id_area,area_conocimiento_original
6166,TÉCNICO LABORAL EN AUXILIAR EN SEGURIDAD OCUPACIONAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6167,CONOCIMIENTOS ACADEMICOS CON ENFASIS EN BIBLIA Y TEOLOGIA,28,No especificada
6168,TÉCNICO LABORAL EN MECÁNICA DE MOTOCICLETAS,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6169,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
6170,AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
6171,TÉCNICO LABORAL AUXILIAR EN ENFERMERÍA,13,SALUD
6173,TÉCNICO LABORAL EN COMERCIO EXTERIOR,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6174,TÉCNICO LABORAL EN AUXILIAR DE ARCHIVO Y REGISTRO,1,FINANZAS Y ADMINISTRACIÓN
6175,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS FINANCIEROS,2,FINANZAS Y ADMINISTRACIÓN
6176,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
6177,CONOCIMIENTOS ACADÉMICOS EN MUSICA GOSPEL,21,No especificada
6178,FORMACION EN COSMETOLOGÍA Y ESTÉTICA INTEGRAL,3,VENTAS Y SERVICIOS
6179,TÉCNICO LABORAL COMO TRABAJADOR AGRÍCOLA EN LABORES CULTURALES DEL BANANO,20,EXPLOTACIÓN PRIMARIA Y EXTRACTIVA
6180,TÉCNICO LABORAL EN ASISTENCIA ADMINISTRATIVA,1,FINANZAS Y ADMINISTRACIÓN
6181,TÉCNICO LABORAL EN PELUQUERIA,6,VENTAS Y SERVICIOS
6182,TECNICO LABORAL POR COMPETENCIAS EN GESTION ADMINISTRATIVA Y FINANCIERA,1,FINANZAS Y ADMINISTRACIÓN
6183,TECNICO LABORAL EN SECRETARIADO EJECUTIVO,27,FINANZAS Y ADMINISTRACIÓN
6184,TÉCNICO LABORAL EN AUXILIAR EN SALUD PÚBLICA,13,SALUD
6185,TÉCNICO LABORAL EN OPERADOR DE MAQUINARIAS DE EQUIPOS PESADOS,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6186,TÉCNICO LABORAL EN AUXILIAR DE ARCHIVO,1,FINANZAS Y ADMINISTRACIÓN
6188,TECNICO LABORAL EN COMUNICACIÓN SOCIAL Y PERIODISMO,18,VENTAS Y SERVICIOS
6189,Inglés Comunicativo para adultos y jóvenes,28,No especificada
6190,TÉCNICO LABORAL EN ELECTRICIDAD E INSTALADOR DE REDES INTERNAS,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6191,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6192,CONOCIMIENTOS ACADEMICOS DE INGLES NIVEL A2,28,No especificada
6193,CONOCIMIENTOS ACADÉMICOS EN INGLES ADULTOS NIVEL B1,28,No especificada
6194,TÉCNICO LABORAL COMO SECRETARIA(O) RECEPCIONISTAS BILINGÜE,7,FINANZAS Y ADMINISTRACIÓN
6195,TÉCNICO LABORAL EN CUIDADOR ESTÉTICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
6196,TÉCNICO LABORAL EN ENTRENAMIENTO DEPORTIVO Y PREPARADOR FISICO,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6197,CONOCIMIENTOS ACADÉMICOS EN ESPAÑOL BASICO NIVEL A1,28,No especificada
6198,TÉCNICO LABORAL POR COMPETENCIAS EN SALUD OCUPACIONAL,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6199,CONOCIMIENTOS ACADÉMICOS EN EL AREA DE FRANCES NIVEL A1,28,No especificada
6200,TÉCNICO LABORAL EN SECRETARIADO EJECUTIVO,1,FINANZAS Y ADMINISTRACIÓN
6201,TÉCNICO LABORAL EN PROCESAMIENTO Y TRASFORMACIÓN DE PRODUCTOS HORTOFRUTICOLAS,23,EXPLOTACIÓN PRIMARIA Y EXTRACTIVA
6202,"TÉCNICO LABORAL POR COMPETENCIAS EN BODEGA, ALMACÉN Y CENTROS DE DISTRIBUCIÓN",25,VENTAS Y SERVICIOS
6203,TÉCNICO LABORAL EN INSTALACIÓN Y MANTENIMIENTO DE REDES,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6204,TÉCNICO LABORAL EN SECRETARIADO EJECUTIVO SISTEMATIZADO,1,FINANZAS Y ADMINISTRACIÓN
6205,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
6206,TECNICO LABORAL EN SERVICIOS FARMACEUTICOS,7,SALUD
6207,TÉCNICO LABORAL EN AUXILIAR EN SALUD PÚBLICA,13,SALUD
6208,TÉCNICO LABORAL EN AUXILIAR CLINICA VETERINARIA,13,VENTAS Y SERVICIOS
6209,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
6210,TÉCNICO LABORAL EN CUIDADO ESTÉTICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
6211,TÉCNICO LABORAL EN AUXILIAR DE MANTENIMIENTO TECNICO DE SOPORTE,27,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6212,TÉCNICO LABORAL EN AUXILIAR DE LABORATORIO CLINICO,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6213,ASISTENTE DE LOGISTICA,25,FINANZAS Y ADMINISTRACIÓN
6214,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN SALUD,1,SALUD
6215,TÉCNICO LABORAL EN AUXILIAR EN CORTE Y CONFECCIÓN,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6216,TÉCNICO LABORAL COMO INSTRUCTOR EN ENTRENAMIENTO DEPORTIVO,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6217,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
6218,TÉCNICO LABORAL EN OPERADOR DE EXCAVADORA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6219,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
6220,CONOCIMIENTOS ACADÉMICOS EN FRANCES INTERMEDIO B.2.2,28,No especificada
6221,TÉCNICO LABORAL EN ASISTENTE DE PREESCOLAR,17,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6222,TÉCNICO LABORAL EN MAQUILLAJE PROFESIONAL,6,VENTAS Y SERVICIOS
6223,TÉCNICO LABORAL EN COSMETOLOGÍA Y ESTETICA INTEGRAL,6,VENTAS Y SERVICIOS
6224,TÉCNICO LABORAL EN ATENCIÓN A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
6225,TÉCNICO LABORAL EN AUXILIAR EN RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
6226,TÉCNICO LABORAL EN MANTENIMIENTO ELECTROMECANICO INDUSTRIAL,11,FINANZAS Y ADMINISTRACIÓN
6227,DISEÑO PARA LA COMUNICACIÓN GRÁFICA Y ARTE PUBLICITARIO,20,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6228,Técnico Laboral en Auxiliar Contable,2,FINANZAS Y ADMINISTRACIÓN
6229,CONOCIMIENTOS ACADÉMICOS EN INGLES PARA JOVENES B2,28,No especificada
6230,PRODUCCION Y EDICION DE AUDIOVISUALES Y SONIDO,11,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6231,TÉCNICO LABORAL POR COMPETENCIAS INSPECTOR AMBIENTAL,24,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6232,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
6233,TÉCNICO LABORAL EN COSMETOLOGIA Y ESTETICA INTEGRAL,6,VENTAS Y SERVICIOS
6234,TECNICO LABORAL EN SANEAMIENTO AMBIENTAL,14,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6235,TÉCNICO LABORAL EN SOPORTE TÉCNICO EN SISTEMAS INFORMATICOS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6236,TÉCNICO LABORAL EN MECÁNICA AUTOMOTRIZ,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6237,TÉCNICO LABORAL EN AUXILIAR EN SALUD ORAL,13,SALUD
6238,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
6239,TÉCNICO LABORAL EN VENTAS Y MERCADEO,3,VENTAS Y SERVICIOS
6240,DOCUMENTOS Y REGISTRO DE OPERACIONES CONTABLES,2,FINANZAS Y ADMINISTRACIÓN
6241,TÉCNICO LABORAL EN MECANICA EN MOTORES A GASOLINA Y DIESEL,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6242,TECNICO LABORAL AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
6243,TÉCNICO LABORAL EN EJECUCION INSTRUMENTAL MUSICAL,21,VENTAS Y SERVICIOS
6244,TÉCNICO LABORAL POR COMPETENCIAS EN SISTEMAS INFORMATICOS,8,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6245,TÉCNICO LABORAL POR COMPETENCIAS EN ELECTRICIDAD Y ELECTRONICA,12,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6246,TÉCNICO LABORAL EN AIRE ACONDICIONADO Y REFRIGERACION,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6247,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6248,CONOCIMIENTOS ACADÉMICOS EN INGLES B1,28,No especificada
6249,TÉCNICO LABORAL EN AUXILIAR EN DISEÑO GRÁFICO Y PAGINA WEB,8,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6250,TÉCNICO LABORAL EN ANÁLISIS Y PROGRAMACIÓN DE COMPUTADORES,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6251,TÉCNICO LABORAL EN ASISTENCIA EN SANEAMIENTO AMBIENTAL,14,VENTAS Y SERVICIOS
6252,TÉCNICO LABORAL EN INSTALACION DE REDES INFORMATICAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6253,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
6254,TECNICO LABORAL EN INVESTIGACION CRIMINALISTICA,27,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6255,TECNICO LABORAL EN LOGISTICA PORTUARIA,25,FINANZAS Y ADMINISTRACIÓN
6257,CONOCIMIENTOS ACADÉMICOS EN FRANCÈS A2,28,No especificada
6258,TECNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6259,TÉCNICO LABORAL EN AUXILIAR EN SISTEMAS INFORMÁTICOS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6260,CONOCIMIENTOS ACADÉMICOS EN EL ÁREA DE IDIOMA INGLÉS-PASSAGES,28,No especificada
6261,TÉCNICO LABORAL EN MUSICA,21,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6262,TÉCNICO LABORAL EN AUXILIAR VETERINARIO,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6263,TECNICO LABORAL POR COMPETENCIAS EN SISTEMAS E INFORMATICA,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6264,ALEMAN,28,No especificada
6265,"TÉCNICO LABORAL EN ASISTENTE DE BANCA, SEGUROS Y OTROS SERVICIOS FINANCIEROS",2,FINANZAS Y ADMINISTRACIÓN
6266,TÉCNICO LABORAL EN MANTENIMIENTO DE VEHÍCULOS AUTOMOTORES,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6267,TÉCNICO LABORAL EN ASISTENCIA EN PROGRAMACIÓN DE SOFTWARE,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6268,TÉCNICO LABORAL EN MERCADEO DE PRODUCTOS BIENES Y SERVICIOS,3,VENTAS Y SERVICIOS
6270,GESTIÓN LOGÍSTICA,28,No especificada
6271,FORMACIÓN ACADÉMICA EN INGLES NIVEL B2,28,No especificada
6272,TÉCNICO LABORAL EN BOMBERO,19,VENTAS Y SERVICIOS
6273,TÉCNICO LABORAL EN AUXILIAR EN MARKETING DIGITAL,3,VENTAS Y SERVICIOS
6274,TÉCNICO LABORAL EN GESTION HUMANA,1,FINANZAS Y ADMINISTRACIÓN
6275,TÉCNICO LABORAL EN CUIDADO ESTETICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
6276,TÉCNICO LABORAL EN TÉCNICAS EMPRESARIALES CON ÉNFASIS EN EL DOMINIO DE INGLES,1,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
6277,TÉCNICO LABORAL POR COMPETENCIAS EN SISTEMAS Y ADMINISTRACIÓN DE NEGOCIOS,1,FINANZAS Y ADMINISTRACIÓN
6278,TÉCNICO LABORAL EN SEGURIDAD OCUPACIONAL,19,VENTAS Y SERVICIOS
6279,TÉCNICO LABORAL EN CUIDADO ESTETICO DE MANOS Y PIES,13,VENTAS Y SERVICIOS
6280,TÉCNICO LABORAL POR COMPETENCIAS EN SISTEMAS,8,FINANZAS Y ADMINISTRACIÓN
6281,TÉCNICO LABORAL POR COMPETENCIAS EN MANICURISTA Y PERICURISTA,3,VENTAS Y SERVICIOS
6282,TÉCNICO LABORAL EN AUXILIAR DE VETERINARIA,23,VENTAS Y SERVICIOS
6283,TÉCNICO LABORAL EN ATENCION AL HUESPED,7,VENTAS Y SERVICIOS
6284,TÉCNICO LABORAL EN MECANICA DIESEL,26,VENTAS Y SERVICIOS
6285,CONOCIMIENTOS ACADÉMICOS EN FRANCES GENERAL,28,No especificada
6286,AUXILIAR DE ENFERMERIA,13,SALUD
6287,AUXILIAR EN SERVICIOS FARMACEUTICOS,7,SALUD
6288,TÉCNICO LABORAL EN AUXILIAR EN SALUD ORAL,13,SALUD
6289,TÉCNICO LABORAL POR COMPETENCIAS EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
6290,TECNICO LABORAL EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
6291,TÉCNICO LABORAL EN AUXILIAR EN ADMINISTRACION DE JUSTICIA Y DERECHO PENAL,1,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
6292,ARMADO DE PIEZAS DE JOYERIA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6293,AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
6294,CONOCIMIENTOS ACADÉMICOS EN  INGLES NIVEL A1,28,No especificada
6295,TÉCNICO LABORAL POR COMPETENCIAS EN CALL CENTER,16,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
6296,CONOCIMIENTOS ACADÉMICOS EN B2 AVANZADO,28,No especificada
6297,TÉCNICO LABORAL EN RECREACIÓN Y ACTIVIDAD FÍSICA,3,VENTAS Y SERVICIOS
6298,TECNICO LABORAL POR COMPETENCIAS EN SISTEMAS Y MANTENIMIENTO,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6299,TÉCNICO LABORAL POR COMPETENCIA EN OPERADOR DE MAQUINARIA DE EQUIPO PESADO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6300,TÉCNICO LABORAL POR COMPETENCIAS EN ASISTENTE SOCIAL COMUNITARIO,18,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
6301,TÉCNICO LABORAL EN MANTENIMIENTO DE EQUIPOS DE COMPUTO,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6302,CONOCIMIENTOS ACADÉMICOS EN INGLÉS NIVEL B1 (INTERMEDIATE),28,No especificada
6303,TÉCNICO LABORAL EN AUTOMATIZACIÓN INDUSTRIAL,11,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6304,TÉCNICO LABORAL EN ASISTENTE ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
6305,TÉCNICO LABORAL EN  COCINA NACIONAL E INTERNACIONAL,5,VENTAS Y SERVICIOS
6306,TÉCNICO LABORAL POR COMPETENCIAS EN COSMETOLOGIA INTEGRAL,6,VENTAS Y SERVICIOS
6307,CONOCIMIENTOS ACADÉMICOS EN INGLES CONVERSACIONAL PARA NIÑOS NIVEL A2,17,No especificada
6308,TÉCNICO LABORAL EN AUXILIAR DE CONTABILIDAD HOSPITALARIA,2,FINANZAS Y ADMINISTRACIÓN
6309,TECNICO LABORAL EN DESARROLLO Y EDUCACION INFANTIL,8,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
6311,TÉCNICO LABORAL EN SISTEMAS,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6312,TÉCNICO LABORAL EN SISTEMAS Y COMUNICACIONES,8,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6313,CONOCIMIENTOS ACADÉMICOS EN SENIOR ENGLISH B1,28,No especificada
6314,TÉCNICO LABORAL EN SANIDAD SEGURIDAD Y SALUD OCUPACIONAL,19,VENTAS Y SERVICIOS
6315,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
6317,TÉCNICO LABORAL EN ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
6318,TÉCNICO LABORAL EN AUXILIAR EN EDUCACION A LA PRIMERA INFANCIA,16,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6319,TÉCNICO LABORAL EN INVESTIGACIÓN CRIMINALISTICA Y JUDICIAL,3,VENTAS Y SERVICIOS
6320,TÉCNICO LABORAL AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
6321,TÉCNICO LABORAL EN SANEAMIENTO BASICO,14,CIENCIAS NATURALES APLICADAS Y RELACIONADAS
6322,TÉCNICO LABORAL EN CAJERO DE ESTABLECIMIENTOS COMERCIALES,3,VENTAS Y SERVICIOS
6323,TÉCNICO LABORAL EN MANTENIMIENTO DE HARDWARE Y SOFTWARE,8,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6324,CONOCIMIENTOS ACADÉMICOS EN FRANCES A1 Y A2,28,No especificada
6325,TECNICO LABORAL EN MAQUILLAJE ARTISTICO Y DECORATIVO,6,VENTAS Y SERVICIOS
6326,TÉCNICO LABORAL EN AGENTES DE VIAJES Y TURISMO,4,VENTAS Y SERVICIOS
6328,TÉCNICO LABORAL EN ATENCIÓN A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
6329,TÉCNICO LABORAL EN AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
6330,CONOCIMIENTOS ACADÉMICOS EN PARRILLA Y ASADOS,28,No especificada
6331,TÉCNICO LABORAL ASISTENCIA DE PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
6332,TÉCNICO LABORAL EN MECANICO ELECTRICISTA,25,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6333,TÈCNICO LABORAL POR COMPETENCIAS EN ASISTENTE EN DISEÑO ARQUITECTÓNICO,22,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6334,TÉCNICO LABORAL EN SASTRE DE CONFECCIÓN SOBRE MEDIDA,3,VENTAS Y SERVICIOS
6335,INGLES CONVERSACIONAL,28,No especificada
6336,TÉCNICO LABORAL EN REDES,9,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6338,CONOCIMIENTOS ACADÉMICOS EN MOVILIDAD Y SEGURIDAD VIAL,19,No especificada
6339,TÉCNICO LABORAL EN SERVICIOS DE PRODUCCIÓN DE PETRÓLEO Y GAS,7,EXPLOTACIÓN PRIMARIA Y EXTRACTIVA
6340,"TECNICO LABORAL EN REPARACION, MANTENIMIENTO Y ENSAMBLE DE COMPUTADORES",27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6341,CONOCIMIENTOS ACADÉMICOS EN ESTUDIOS TEATRALES Y ESCENICOS NIVEL EXPLORACION II,28,No especificada
6342,TÉCNICO LABORAL EN AJUSTADOR Y REPARADOR DE EQUIPO ELECTRÒNICOS,27,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6343,TÉCNICO LABORAL EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
6344,TÉCNICO LABORAL EN ATENCIÓN A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
6345,TÉCNICO LABORAL EN AUXILIAR CONTABLE Y FINANCIERO,2,FINANZAS Y ADMINISTRACIÓN
6346,TÉCNICO LABORAL EN ELECTRICIDAD EN BAJA TENSION,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6347,TÉCNICO LABORAL EN AUXILIAR EN RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
6348,TECNICO LABORAL EN AUXILIAR EN ENFERMERIA,13,SALUD
6349,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
6350,TÉCNICO LABORAL EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
6351,TÉCNICO LABORAL POR COMPETENCIAS EN ACTIVIDADES DE RECUPERACION FISICA,20,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6352,TÉCNICO LABORAL EN MERCADEO,3,VENTAS Y SERVICIOS
6353,TÉCNICO LABORAL EN CONTABILIDAD,2,FINANZAS Y ADMINISTRACIÓN
6354,CONSULTOR DE BELLEZA,6,VENTAS Y SERVICIOS
6355,CONOCIMIENTOS ACADÉMICOS EN FRANCES BASICO NIVEL A1,28,No especificada
6356,TECNICO LABORAL EN ASISTENCIA ADMINISTRATIVA,1,FINANZAS Y ADMINISTRACIÓN
6357,TÉCNICO LABORAL EN AUXILIAR EN MANTENIMIENTO DE MOTOS,27,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6358,TECNICO LABORAL CONTABILIDAD SISTEMATIZADA,2,FINANZAS Y ADMINISTRACIÓN
6359,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL PLATAFORMA A2,28,No especificada
6360,CONOCIMIENTOS ACADÉMICOS EN IDIOMA FRANCES NIVEL BASICO (A1-A2),28,No especificada
6361,TÉCNICO LABORAL EN CONFECCION Y PATRONAJE DE MODA,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6362,CONOCIMIENTOS ACADÉMICOS EN LENGUA EXTRANJERA IDIOMA INGLES NIVEL B1 +,28,No especificada
6363,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
6364,TÉCNICO LABORAL POR COMPETENCIA EN ATENCION A LA PRIMERA INFANCIA,7,"CIENCIAS SOCIALES, EDUCATIVAS,RELIGIOSAS Y SERVICIOS GUBERNAMENTALES"
6365,TÉCNICO LABORAL EN MUSICA,21,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6366,TÉCNICO LABORAL EN COCINERO,3,VENTAS Y SERVICIOS
6367,CONOCIMIENTOS ACADÉMICOS EN PORTUGUÉS AVANZADO,28,No especificada
6368,TÉCNICO LABORAL EN AUXILIAR DE COMPRAS E INVENTARIOS,1,FINANZAS Y ADMINISTRACIÓN
6369,TÉCNICO LABORAL EN AUXILIAR EN ENFERMERÍA,13,SALUD
6370,TÉCNICO LABORAL EN AUXILIAR DE RECURSOS HUMANOS,1,FINANZAS Y ADMINISTRACIÓN
6371,TÉCNICO LABORAL EN OPERADORES DE COMPUTADORES,11,"PROCESAMIENTO, FABRICACIÓN Y ENSAMBLAJE"
6372,CONOCIMIENTOS ACADÉMICOS EN NIVEL B2 INTERMEDIARE,28,No especificada
6373,TÉCNICO LABORAL POR COMPETENCIAS EN SISTEMAS INTEGRADOS,8,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6374,CONOCIMIENTOS ACADEMICOS EN FRANCES,28,No especificada
6375,TÉCNICO LABORAL EN ASISTENTE EN LOGISTICA,25,FINANZAS Y ADMINISTRACIÓN
6376,TÉCNICO LABORAL EN MECÁNICO DE MOTORES DISEL,26,"OFICIOS, OPERACIÓN DE EQUIPO Y TRANSPORTE"
6377,TÉCNICO LABORAL EN MERCADEO Y VENTAS,3,VENTAS Y SERVICIOS
6378,TÉCNICO LABORAL EN MERCADEO Y VENTAS,3,"ARTE, CULTURA, ESPARCIMIENTO Y DEPORTES"
6380,TÉCNICO LABORAL EN AUXILIAR DE CONTABILIDAD,2,FINANZAS Y ADMINISTRACIÓN
6382,TÉCNICO LABORAL EN PROCEDIMIENTOS ADMINISTRATIVOS,1,FINANZAS Y ADMINISTRACIÓN
6383,TÉCNICO LABORAL COMO AUXILIAR ADMINISTRATIVO,1,VENTAS Y SERVICIOS
6384,TÉCNICO LABORAL POR COMPETENCIA EN BANCA Y SERVICIOS FINANCIEROS,2,FINANZAS Y ADMINISTRACIÓN
6385,TÉCNICO LABORAL AUXILIAR DE RECURSOS HUMANOS,3,VENTAS Y SERVICIOS
6387,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO,1,FINANZAS Y ADMINISTRACIÓN
6389,CONOCIMIENTOS ACADÉMICOS EN IDIOMA ALEMÁN NIVEL B2,28,No especificada
6390,TÉCNICO LABORAL EN AUXILIAR EN SERVICIOS FARMACÉUTICOS,7,SALUD
6391,TÉCNICO LABORAL EN ATENCIÓN INTEGRAL A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
6392,TÉCNICO LABORAL EN SERVICIOS INTEGRALES DE BELLEZA,6,VENTAS Y SERVICIOS
6393,CONOCIMIENTOS ACADÉMICOS EN INGLES NIVEL A1,28,No especificada
6394,PREICFES,28,No especificada
6395,CONOCIMIENTOS ACADÉMICOS EN INGLÉS COMO LENGUA EXTRANJERA NIVEL B2,28,No especificada
6396,TÉCNICO LABORAL EN AUXILIAR EN ATENCION A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
6397,TÉCNICO LABORAL POR COMPETENCIAS EN BELLEZA Y PELUQUERIA,6,VENTAS Y SERVICIOS
6398,TÉCNICO LABORAL POR COMPETENCIAS EN AUXILIAR CONTABLE,2,FINANZAS Y ADMINISTRACIÓN
6400,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCIÓN A LA PRIMERA INFANCIA,17,VENTAS Y SERVICIOS
6401,TÉCNICO LABORAL EN AUXILIAR ADMINISTRATIVO EN MERCADEO Y VENTAS,1,VENTAS Y SERVICIOS
6402,TÉCNICO LABORAL POR COMPETENCIAS EN ATENCION INTEGRAL A LA PRIMERA INFANCIA,7,VENTAS Y SERVICIOS
6403,TÉCNICO LABORAL EN COCINA Y PASTELERÍA CON ÉNFASIS EN ORGANIZACIÓN Y MANEJO DE ESTABLECIMIENTOS GASTRONÓMICOS,5,VENTAS Y SERVICIOS
