id_programa,nombre_programa
520,DISEÑADOR (A) DE VESTUARIO
521,DISEÑADOR (A) DIGITAL
522,DISEÑADOR (A) GRÁFICO
523,DISEÑADOR / DISEÑADORA
524,DISEÑADOR AUDIOVISUAL
525,DISEÑADOR CROSSMEDIA
526,DISEÑADOR DE COMUNICACION GRAFICA
527,DISEÑADOR DE COMUNICACIÓN
528,DISEÑADOR DE ESPACIOS ESCÉNICOS Y EXHIBICIÓN COMERCIAL
529,DISEÑADOR DE ESPACIOS Y ESCENARIOS
530,DISEÑADOR DE INTERACCIÓN
531,DISEÑADOR DE INTERIORES
532,DISEÑADOR DE LA COMUNICACION GRAFICA
533,DISEÑADOR DE MODAS
534,DISEÑADOR DE MODAS Y TEXTILES
535,DISEÑADOR DE VESTUARIO
536,DISEÑADOR DIGITAL Y DE MULTIMEDIA
537,DISEÑADOR GRAFICO
538,DISEÑADOR GRAFICO Y MULTIMEDIAL
539,DISEÑADOR GRÁFICO
540,DISEÑADOR HIPERMEDIA
541,DISEÑADOR INDUSTRIAL
542,DISEÑADOR INTERACTIVO
543,DISEÑADOR TEXTIL
544,DISEÑADOR TEXTIL Y DE MODAS
545,DISEÑADOR VISUAL
546,DISEÑADOR VISUAL DIGITAL
547,DISEÑADOR Y ADMINISTRADOR DE NEGOCIOS DE LA MODA
548,DISEÑADOR Y GESTOR DE LA MODA
549,DISEÑADOR(A) GRAFICO
550,DISEÑADOR(A) GRÁFICO(A)
551,DISEÑADOR(A) INDUSTRIAL
552,DISEÑADOR/A DE COMUNICACIÓN VISUAL
553,DISEÑO DE  PAGINAS WEB
554,DISEÑO DE CORTE Y BARBERIA
555,DISEÑO DE MODAS
556,DISEÑO DE MODAS EN ALTA COSTURA
557,DISEÑO DE MODAS Y ALTA COSTURA
558,DISEÑO DE MODAS Y CONFECCION SOBRE MEDIDAS
559,DISEÑO DE MODAS Y CONFECCIONES
560,DISEÑO DE MODAS Y PATRONAJE INDUSTRIAL
561,DISEÑO GRAFICO
562,DISEÑO GRAFICO DIGITAL
563,DISEÑO GRAFICO E INTERNET
564,DISEÑO GRAFICO PUBLICITARIO Y MULTIMEDIA
565,DISEÑO GRAFICO Y PUBLICITARIO
566,DISEÑO GRÁFICO
567,DISEÑO GRÁFICO ASISTIDO POR COMPUTADOR
568,DISEÑO MULTIMEDIALES Y WEB
569,DISEÑO PARA LA COMUNICACIÓN GRÁFICA Y ARTE PUBLICITARIO
570,DISEÑO PUBLICITARIO
571,DISEÑO VISUAL Y MULTIMEDIA
572,DISEÑO WEB
573,DISEÑO Y DIGITALIZACION GRAFICA
574,DISEÑO Y ELABORACION DE VESTUARIO PARA LAS ARTES Y LA CULTURA
575,DISEÑO Y PATRONAJE DE MODA
576,DISEÑO Y PATRONAJE DE MODAS
577,DISTRIBUCION FISICA INTERNACIONAL
578,DOCUMENTOS Y REGISTRO DE OPERACIONES CONTABLES
579,EBANISTA
580,EBANISTERIA
581,EBANISTERÍA
582,ECOLOGO
583,ECOLOGO DE ZONAS COSTERAS
584,ECONOMISTA
585,ECONOMISTA AGRARIO
586,ECONOMISTA CON ÉNFASIS EN FINANZAS INTERNACIONALES
587,ECONOMISTA DEL DESARROLLO
588,ECONOMISTA DEL TRANSPORTE
589,ECONOMISTA EMPRESARIAL
590,ECONOMISTA EN COMERCIO EXTERIOR
591,ECONOMISTA EN NEGOCIOS INTERNACIONALES
592,ECONOMISTA Y NEGOCIADOR INTERNACIONAL
593,ECÓLOGO
594,EDUCACION INFANTIL
595,EDUCACIÓN INFANTIL
596,EJECUCIÓN AMBIENTAL Y MANEJO DEL RECURSO NATURAL
597,ELECTRICIDAD
598,ELECTRICIDAD  INDUSTRIAL
599,ELECTRICIDAD ELECTRÓNICA Y COMUNICACIONES
600,ELECTRICIDAD INDUSTRIAL
601,ELECTRICIDAD RESIDENCIAL
602,ELECTRICIDAD Y ELECTRONICA
603,ELECTRICIDAD Y REPARACION DE EQUIPOS ELECTRONICOS
604,ELECTRONICA
605,ELECTRONICA Y REDES
606,EN AUXILIAR DE OFICINA
607,EN COSMETOLOGIA Y ESTETICA INTEGRAL
608,EN LOCUCIÓN PARA RADIO Y TELEVISION
609,ENFERMERA
610,ENFERMERA (O)
611,ENFERMERA(O)
612,ENFERMERA-ENFERMERO
613,ENFERMERO
614,ENFERMERO (A)
615,ENFERMERO Y/O ENFERMERA
616,ENFERMERO(A)
617,ENSAMBLE DE REDES Y PROGRAMACION WEB
618,ENSAMBLE Y MANTENIMIENTO DE COMPUTADORES
619,ENTRENAMIENTO  PERSONALIZADO Y FITNESS BILINGUE
620,ENTRENAMIENTO PERSONALIZADO EN FITNESS
621,ESTADISTICO
622,ESTADISTICO INFORMATICO
623,ESTADISTICO(A)
624,ESTADÍSTICO
625,ESTADÍSTICO(A)
626,ESTILISTA
627,ESTILISTA INTEGRAL
628,ESTILISTA Y ASESOR DE IMAGEN
629,ESTÉTICA FACIAL - CORPORAL
630,ESTÉTICA INTEGRAL
631,ETIQUETA Y PROTOCOLO
632,FABRICACIÓN INDUSTRIAL
633,FILOSOFO
634,FILOSOFO - TEOLOGO
635,FILOSOFO(A)
636,FILÓLOGO HISPANISTA
637,FILÓSOFO
638,FILÓSOFO (A)
639,FILÓSOFO Y HUMANISTA
640,FISICO
641,FISICO(A)
642,FISIOTERAPEUTA
643,FISIOTERAPISTA
644,FISIOTERAPÉUTA
645,FISOTERAPEUTA
646,FONOAUDIOLOGA (O)
647,FONOAUDIOLOGO
648,FONOAUDIOLOGO (A)
649,FONOAUDIOLOGO(A)
650,FONOAUDI¿LOGO
651,FONOAUDIÓLOGO
652,FORMACION EN COSMETOLOGIA Y ESTETICA INTEGRAL
653,FORMACION EN COSMETOLOGÍA Y ESTÉTICA INTEGRAL
654,FORMACION LABORAL EN PELUQURIA
655,FORMACIÓN EN AUXILIAR EN SERVICIOS FARMACÉUTICOS
656,FORMADOR DE EMPRESARIOS
657,FÍSICO
658,GASTRONOMÍA Y ALTA COCINA CON ÉNFASIS EN INGLÉS
659,GASTRÓNOMO
660,GEOCIENTIFICO
661,GEOGRAFO
662,GEOGRAFO (A)
663,GEOLOGO
664,GEOLOGO(A)
665,GEOPOLITÓLOGO
666,GEOTECNOLOGO
667,GERENTE DE LA SEGURIDAD Y ANALISIS SOCIOPOLITICO
668,GERONTOLOGO
669,GERONTOLOGO (A)
670,GESTION ADMINISTRATIVA
671,GESTION ADMINISTRATIVA EN EMPRESAS PRESTADORAS DE SERVICIOS
672,GESTION AMBIENTAL
673,GESTION CONTABLE Y FINANCIERA
674,GESTION DE  PEQUEÑA Y MEDIANA EMPRESA MYPIMES
675,GESTION DEL TALENTO HUMANO
676,GESTION EMPRESARIAL
677,GESTION EMPRESARIAL Y DE NEGOCIOS
678,GESTION TURISTICA
679,GESTION Y PROCESAMIENTO DE IMAGENES Y GRAFICAS
680,GESTIÓN AMBIENTAL Y RECURSOS NATURALES
681,GESTIÓN CONTABLE SISTEMATIZADA
682,GESTIÓN CONTABLE Y FINANCIERA
683,GESTIÓN DE CONTABILIDAD BANCA Y FINANZAS
684,GESTIÓN EMPRESARIAL
685,GESTIÓN EN ADMINISTRACIÓN Y FINANZAS
686,GESTIÓN INTEGRAL DE PREVENCIÓN DE RIESGOS INDUSTRIALES
687,GESTIÓN INTEGRAL EN CONTROL Y MANEJO DE RESIDUOS INTEGRALES DEL SECTOR PETROLERO
688,GESTIÓN INTEGRAL EN PROGRAMAS DE PREVENCIÓN DE RIESGOS INDUSTRIALES H.S.E.Q.
689,GESTOR DEL EMPRENDIMIENTO Y LA INNOVACIÓN
690,GESTOR EN ECOLOGÍA Y TURISMO
691,GESTOR(A) EN ECOLOGÍA Y TURISMO
692,GEÓGRAFO
693,GEÓGRAFO(A)
694,GEÓLOGO
695,HIGIENE Y SEGURIDAD INDUSTRIAL
696,HISTORIADOR
697,HISTORIADOR DEL ARTE
698,HISTORIADOR Y ARCHIVISTA
699,HISTORIADOR(A)
700,HISTORIADOR/A Y GESTOR/A PATRIMONIAL
701,HOTELERIA Y TURISMO
702,INACTIVO
703,INDUSTRIAL PECUARIAS
704,INFORMATICA EMPRESARIAL
705,INFORMATICO(A)  MATEMATICO(A)
706,INFORMÁTICA Y MANTENIMIENTO DE COMPUTADORES
707,INGEIERO (A) CIVIL
708,INGENIEO ADMINISTRATIVA
709,INGENIER@ INDUSTRIAL
710,INGENIERA ELECTRÓNICO / INGENIERO ELECTRÓNICA
711,INGENIERIA DE SISTEMAS
712,INGENIERIA ELECTROMECANICA
713,INGENIERIA ELECTRONICA
714,INGENIERIO CIVIL
715,INGENIERIO DE PRODUCCION
716,INGENIERIO DE SISTEMAS
717,INGENIERIO DE SISTEMAS INFORMATICOS
718,INGENIERIO DE SOFTWARE
719,INGENIERIO DE TELECOMUNICACIONES
720,INGENIERIO ELECTRONICO
721,INGENIERIO GEOGRAFICA Y AMBIENTAL
722,INGENIERIO INDUSTRIAL
723,INGENIERO  AGROINDUSTRIAL
724,INGENIERO  AGRONOMO
725,INGENIERO  AGROPECUARIO
726,INGENIERO  AMBIENTAL
727,INGENIERO  AMBIENTAL Y SANITARIO
728,INGENIERO  DE ALIMENTOS
729,INGENIERO  ELECTROMECÁNICO
730,INGENIERO  ELECTRONICO
731,INGENIERO  EN AUTOMATIZACIÓN
732,INGENIERO  EN INFORMATICA
733,INGENIERO  EN MULTIMEDIA
734,INGENIERO  MULTIMEDIA
735,INGENIERO (A)  AMBIENTAL
736,INGENIERO (A)  DE  PRODUCCIÓN
737,INGENIERO (A)  DE SISTEMAS
738,INGENIERO (A)  ELECTROMECÁNICO (A)
739,INGENIERO (A)  ELECTRÓNICO (A)
740,INGENIERO (A)  EN AUTOMATIZACI¿N Y CONTROL
741,INGENIERO (A)  INDUSTRIAL
742,INGENIERO (A)  MECATRÓNICO (A)
743,INGENIERO (A) AGROINDUSTRIAL
744,INGENIERO (A) AGRONOMO (A)
745,INGENIERO (A) AGROPECUARIA
746,INGENIERO (A) AGROPECUARIO (A)
747,INGENIERO (A) AMBIENTAL
748,INGENIERO (A) AMBIENTAL Y SANITARIO (A)
749,INGENIERO (A) BIOMÉDICO (A)
750,INGENIERO (A) CIVIL
751,INGENIERO (A) DE ALIMENTOS
752,INGENIERO (A) DE DATOS E INTELIGENCIA ARTIFICIAL
753,INGENIERO (A) DE LA CALIDAD
754,INGENIERO (A) DE MANUFACTURA
755,INGENIERO (A) DE MULTIMEDIA
756,INGENIERO (A) DE SISTEMAS
757,INGENIERO (A) DE SISTEMAS CIBERNETICOS
758,INGENIERO (A) DE SISTEMAS DE INFORMACIÓN
759,INGENIERO (A) DE SISTEMAS Y COMPUTACION
760,INGENIERO (A) DE SISTEMAS Y COMPUTACIÓN
761,INGENIERO (A) DE SOFTWARE
762,INGENIERO (A) DE TELECOMUNICACIONES
763,INGENIERO (A) ELECTRICISTA
764,INGENIERO (A) ELECTRICO
765,INGENIERO (A) ELECTRONICO (A)
766,INGENIERO (A) EN  INFORMÁTICA
767,INGENIERO (A) EN AUTOMATIZACION
768,INGENIERO (A) EN CIENCIA DE DATOS
769,INGENIERO (A) EN PROCESOS AGROINDUSTRIALES
770,INGENIERO (A) EN SEGURIDAD INDUSTRIAL E HIGIENE OCUPACIONAL
771,INGENIERO (A) EN TELECOMUNICACIONES
772,INGENIERO (A) FINANCIERO (A)
773,INGENIERO (A) FINANCIERO (A)  Y DE NEGOCIOS
774,INGENIERO (A) FISICO (A)
775,INGENIERO (A) INDUSTRIAL
776,INGENIERO (A) MECATRÓNICO (A)
777,INGENIERO (A) MECÁNICO (A)
778,INGENIERO (A) TELEMATICO(A)
779,INGENIERO (A) TOPOGRAFICO (A)
780,INGENIERO ACUICOLA
781,INGENIERO ACUICULTOR
782,INGENIERO ACUÍCOLA
783,INGENIERO ADMINISTRADOR
784,INGENIERO ADMINISTRATIVO
785,INGENIERO ADMINISTRATIVO Y DE FINANZAS
786,INGENIERO AEROESPACIAL
787,INGENIERO AERONAUTICO
788,INGENIERO AGRICOLA
789,INGENIERO AGRO-INDUSTRIAL
790,INGENIERO AGROAMBIENTAL
791,INGENIERO AGROECÓLOGO
792,INGENIERO AGROFORESTAL
793,INGENIERO AGROINDUSTRIAL
794,INGENIERO AGRONOMO
795,INGENIERO AGRONOMO(A)
796,INGENIERO AGRONÓMICO
797,INGENIERO AGROPECUARIO
798,INGENIERO AGRPECUARIO
799,INGENIERO AGRÍCOLA
800,INGENIERO AGRÓNOMO
801,INGENIERO AMBIENTAL
802,INGENIERO AMBIENTAL Y DE SANEAMIENTO
803,INGENIERO AMBIENTAL Y DEL SANEAMIENTO
804,INGENIERO AMBIENTAL Y SANITARIO
805,INGENIERO AUERONÁUTICO
806,INGENIERO AUTOMOTRIZ
807,INGENIERO BIOMEDICO
808,INGENIERO BIOMÉDICO
809,INGENIERO BIOQUÍMICO
810,INGENIERO BIOTECNOLOGICO
811,INGENIERO BIOTECNOLÓGICO
812,INGENIERO CATASTRAL Y GEODESTA
813,INGENIERO CIVIL
814,INGENIERO COMERCIAL
815,INGENIERO DE  SOFTWARE
816,INGENIERO DE ALIMENTOS
817,INGENIERO DE AUDIO
818,INGENIERO DE DATOS E INTELIGENCIA ARTIFICIAL
819,INGENIERO DE DATOS Y SOFTWARE
820,INGENIERO DE DISEÑO DE PRODUCTO
821,INGENIERO DE DISEÑO Y AUTOMATIZACION ELECTRONICA
822,INGENIERO DE GAS Y PETRÓLEO
823,INGENIERO DE LAS ARTES DIGITALES
824,INGENIERO DE MANTENIMIENTO
825,INGENIERO DE MANUFACTURA
826,INGENIERO DE MATERIALES
827,INGENIERO DE MERCADEO
828,INGENIERO DE MERCADOS
829,INGENIERO DE MINAS
830,INGENIERO DE PETROLEOS
831,INGENIERO DE PETRÓLEO Y GAS
832,INGENIERO DE PETRÓLEOS
833,INGENIERO DE PLASTICOS
834,INGENIERO DE PROCESOS
835,INGENIERO DE PROCESOS DE REFINACIÓN Y PETROQUÍMICOS
836,INGENIERO DE PROCESOS INDUSTRIALES
837,INGENIERO DE PRODUCCION
838,INGENIERO DE PRODUCCION AGRICOLA
839,INGENIERO DE PRODUCCION AGROINDUSTRIAL
840,INGENIERO DE PRODUCCION ANIMAL
841,INGENIERO DE PRODUCCION BIOTECNOLOGICA
842,INGENIERO DE PRODUCCION INDUSTRIAL
843,INGENIERO DE PRODUCCI¿N AGROINDUSTRIAL
844,INGENIERO DE PRODUCCIÓN
845,INGENIERO DE PRODUCTIVIDAD Y CALIDAD
846,INGENIERO DE RECURSOS HIDRICOS
847,INGENIERO DE SISTEMA
848,INGENIERO DE SISTEMAS
849,INGENIERO DE SOFTWARE
850,INGENIERO DE SOFTWARE Y COMPUTACI¿N
851,INGENIERO DE SOFTWARE Y COMUNICACIONES
852,INGENIERO DE SONIDO
853,INGENIERO DE TELECOMUINICACIONES
854,INGENIERO DE TELECOMUNICACIONES
855,INGENIERO DE TELECOMUNICACIONES E INFORMÁTICA
856,INGENIERO DEL DESARROLLO AMBIENTAL
857,INGENIERO DEL MEDIO AMBIENTE
858,INGENIERO ELECTRICISTA
859,INGENIERO ELECTRICISTA.
860,INGENIERO ELECTRICO
861,INGENIERO ELECTROMECANICO
862,INGENIERO ELECTROMECÀNICO
863,INGENIERO ELECTROMECÁNICO
864,INGENIERO ELECTRONICO
865,INGENIERO ELECTRONICO Y DE TELECOMUNICACIONES
866,INGENIERO ELECTRONICO Y EN TELECOMUNICACIONES
867,INGENIERO ELECTRONICO Y TELECOMUNICACIONES
868,INGENIERO ELECTR¿NICO
869,INGENIERO ELECTRÓNICO
870,INGENIERO ELECTRÓNICO Y DE TELECOMUNICACIONES
871,INGENIERO ELÉCTRICO
872,INGENIERO EMPRESARIAL
873,INGENIERO EN  LOGISTICA Y  OPERACIONES
874,INGENIERO EN AGROECOLOGIA
875,INGENIERO EN AGROECOLOGÍA
876,INGENIERO EN ANALÍTICA DE DATOS
877,INGENIERO EN AUTOMATICA INDUSTRIAL
878,INGENIERO EN AUTOMATIZACION INDUSTRIAL
879,INGENIERO EN BIOTECNOLOGIA
880,INGENIERO EN CALIDAD
881,INGENIERO EN CIENCIAS COMPUTACIONALES
882,INGENIERO EN CIENCIAS DE LA COMPUTACIÓN E INTELIGENCIA ARTIFICIAL
883,INGENIERO EN COMPUTACION
884,INGENIERO EN CONTROL ELECTRONICO E INSTRUMENTACION
885,INGENIERO EN CONTROL Y AUTOMATIZACION INDUSTRIAL
886,INGENIERO EN DISEÑO DE ENTRETENIMIENTO DIGITAL
887,INGENIERO EN DISEÑO DE MAQUINAS Y PRODUCTOS INDUSTRIALES
888,INGENIERO EN DISEÑO INDUSTRIAL
889,INGENIERO EN DISTRIBUCION Y REDES ELECTRICAS
890,INGENIERO EN ELECTROMECÁNICA
891,INGENIERO EN ELECTRONICA
892,INGENIERO EN ELECTRONICA Y TELECOMUNICACIONES
893,INGENIERO EN ENERGIA
894,INGENIERO EN ENERGIAS
895,INGENIERO EN ENERGÍA
896,INGENIERO EN ENERGÍAS
897,INGENIERO EN ENERGÍAS RENOVABLES
898,INGENIERO EN HIGIENE Y SEGURIDAD INDUSTRIAL
899,INGENIERO EN HIGIENE Y SEGURIDAD OCUPACIONAL
900,INGENIERO EN INFORMATICA
901,INGENIERO EN INFORMÁTICA
902,INGENIERO EN INSTRUMENTACION Y CONTROL
903,INGENIERO EN INTELIGENCIA DE NEGOCIOS
904,INGENIERO EN LOGÍSTICA
905,INGENIERO EN MADERAS
906,INGENIERO EN MANTENIMIENTO INDUSTRIAL HOSPITALARIO
907,INGENIERO EN MECATRONICA
908,INGENIERO EN MECATRÓNICA
909,INGENIERO EN MULTIMEDIA
910,INGENIERO EN NANOTECNOLOGÍA
911,INGENIERO EN PROCESOS INDUSTRIALES
912,INGENIERO EN PRODUCCION
913,INGENIERO EN PRODUCCION ACUICOLA
914,INGENIERO EN PRODUCCION AGROPECUARIA
915,INGENIERO EN SEGURIDAD DE LA INFORMAICION
916,INGENIERO EN SEGURIDAD Y SALUD EN EL TRABAJO
917,INGENIERO EN SEGURIDAD Y SALUD PARA EL TRABAJO
918,INGENIERO EN SOFTWARE
919,INGENIERO EN TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES
920,INGENIERO EN TELECOMUNICACIONES
921,INGENIERO EN TELEINFORMATICA
922,INGENIERO EN TRANSPORTE Y VIAS
923,INGENIERO ENERGETICO
924,INGENIERO ENERG¿TICO
925,INGENIERO ENERGÉTICO
926,INGENIERO ESTADÍSTICO
927,INGENIERO FINANCIERO
928,INGENIERO FINANCIERO Y DE NEGOCIOS
929,INGENIERO FISICO
930,INGENIERO FORESTAL
931,INGENIERO GEOGRAFO
932,INGENIERO GEOLOGO
933,INGENIERO GEÓGRAFO Y AMBIENTAL
934,INGENIERO GEÓLOGO
935,INGENIERO INDUSTRIAL
936,INGENIERO INDUSTRIAL / INGENIERA INDUSTRIAL
937,INGENIERO INDUSTRIAL DE ALIMENTOS
938,INGENIERO INDUSTRIAL.
939,INGENIERO INFORMATICO
940,INGENIERO INFORMÀTICO
941,INGENIERO INFORMÁTICO
942,INGENIERO LOGISTICO
943,INGENIERO LOGÍSTICO
944,INGENIERO MATEMATICO
945,INGENIERO MECANICO
946,INGENIERO MECANICO Y DE MANUFACTURA
947,INGENIERO MECATRONICO
948,INGENIERO MECATRÓNICO
949,INGENIERO MECÁNICO
950,INGENIERO METALURGICO
951,INGENIERO MULTIMEDIA
952,INGENIERO NAVAL
953,INGENIERO NAVAL-ESPECIALIDAD CONSTRUCCIONES
954,INGENIERO NAVAL-ESPECIALIDAD ELECTRONICA
955,INGENIERO NAVAL-ESPECIALIDAD MECANICA
956,INGENIERO O INGENIERA AMBIENTAL
957,INGENIERO OCEANOGRÁFICO
958,INGENIERO PECUARIO
959,INGENIERO PESQUERO
960,INGENIERO PETROQUÍMICO
961,INGENIERO QUIMICO
962,INGENIERO QUÍMICO
963,INGENIERO SANITARIO
964,INGENIERO SANITARIO Y AMBIENTAL
965,INGENIERO TELEINFORMATICO
966,INGENIERO TELEMATICO
967,INGENIERO TELEMÁTICO
968,INGENIERO TEXTIL
969,INGENIERO TOPOGRAFICO
970,INGENIERO TOPOGRAFO
971,INGENIERO URBANISTA
972,INGENIERO(A)  AGRICOLA
973,INGENIERO(A)  EN CONTROL
974,INGENIERO(A)  QUÍMICO(A)
975,INGENIERO(A) ADMINISTRADOR(A)
976,INGENIERO(A) AGRICOLA
977,INGENIERO(A) AGROECOLÓGICO(A)
978,INGENIERO(A) AGROFORESTAL
979,INGENIERO(A) AGROINDUSTRIAL
980,INGENIERO(A) AGRONOMO(A)
981,INGENIERO(A) AGRÍCOLA
982,INGENIERO(A) AGRÓNOMO(A)
983,INGENIERO(A) AMBIENTAL
984,INGENIERO(A) BIOLOGICO(A)
985,INGENIERO(A) BIOLÓGICO(A)
986,INGENIERO(A) CIVIL
987,INGENIERO(A) COMERCIAL
988,INGENIERO(A) DE CONTROL
989,INGENIERO(A) DE MANUFACTURA
990,INGENIERO(A) DE MINAS Y METALURGIA
991,INGENIERO(A) DE PETROLEOS
992,INGENIERO(A) DE PROCESOS
993,INGENIERO(A) DE SISTEMAS
994,INGENIERO(A) DE SISTEMAS E INFORMATICA
995,INGENIERO(A) DE SISTEMAS Y COMPUTACION
996,INGENIERO(A) DE SOFTWARE
997,INGENIERO(A) DE SONIDO
998,INGENIERO(A) DE TELECOMUNICACIONES
999,INGENIERO(A) ELECTRICISTA
1000,INGENIERO(A) ELECTRONICO(A)
1001,INGENIERO(A) ELECTRÓNICO(A)
1002,INGENIERO(A) EN CONTROL Y AUTOMATIZACIÓN
1003,INGENIERO(A) EN ELECTRÓNICA
1004,INGENIERO(A) EN REDES Y TELECOMUNICACIONES
1005,INGENIERO(A) EN TELEMÁTICA
1006,INGENIERO(A) FISICO(A)
1007,INGENIERO(A) FORESTAL
1008,INGENIERO(A) GEOLOGO(A)
1009,INGENIERO(A) INDUSTRIAL
1010,INGENIERO(A) INFORMATICA
1011,INGENIERO(A) INFORMATICO(A)
1012,INGENIERO(A) INFORMÁTICO(A)
1013,INGENIERO(A) MECANICO(A)
1014,INGENIERO(A) MECATRONICO(A)
1015,INGENIERO(A) MECATRÓNICO(A)
1016,INGENIERO(A) MECÁNICO(A)
1017,INGENIERO(A) MULTIMEDIA
1018,INGENIERO(A) QUIMICO(A)
1019,INGENIERO(A) QUÍMICO(A)
1020,INGENIERO(A) SANITARIO
1021,INGENIERO(A) TOPOGRÁFICO (A) Y GEOMÁTICO (A)
1022,INGENIERO/A INDUSTRIAL
1023,INGENIER¿A DE MANUFACTURA
1024,INGENIERÍA INDUSTRIAL
1025,INGENÍERO(A) AMBIENTAL Y SANITARIO
1026,INSTALACION DE REDES ELECTRICAS INTERNAS
1027,INSTALACION EN SISTEMAS DE TELECOMUNICACIONES
1028,INSTALACION Y MANTENIMIENTO DE REDES COMPUTACIONALES
1029,INSTALACIÓN Y ADMINISTRACIÓN DE REDES
1030,INSTRUMENTACION QUIRURGICA
1031,INSTRUMENTADOR  QUIRURGICO
1032,INSTRUMENTADOR (A) QUIRURGICO
1033,INSTRUMENTADOR (A) QUIRURGICO (A)
1034,INSTRUMENTADOR (A) QUIRÚRGICO (A)
1035,INSTRUMENTADOR QUIRURGICO
1036,INSTRUMENTADOR QUIRURGICO PROFESIONAL
1037,INTERNACIONALISTA
1038,INTERPRETACION PARA LA DANZA
1039,INT¿RPRETE PARA SORDOS Y GU¿A-INT¿RPRETE PARA SORDOCIEGOS
1040,INT¿RPRETE Y TRADUCTOR LENGUA DE SE¿AS COLOMBIANA - ESPA¿OL
1041,INTÉRPRETE PROFESIONAL DE LA LENGUA DE SEÑAS COLOMBIANA
1042,INVESTIGACION CRIMINALISTICA Y JUDICIAL
1043,INVESTIGACION JUDICIAL
1044,INVESTIGACIÓN JUDICIAL
1045,INVESTIGACIÓN JUDICIAL Y CRIMINALISTICA
1046,INVESTIGACIÓN Y DETECTIVISMO
1047,INVESTIGADOR CRIMINALISTICO Y JUDICIAL
1048,JOYERIA
1049,LABORAL POR COMPETENCIA EN OPERARIO DE MAQUINARIA PESADA
1050,LICECENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN EDUCACION RELIGIOSA
1051,LICECENCIADO(A) EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS
1052,LICENC IADO(A) EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA
1053,LICENCIADA (O) EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL
1054,LICENCIADA / LICENCIADO EN PEDAGOGÍA DE LA MADRE TIERRA
1055,LICENCIADO   EN  MUSICA
1056,LICENCIADO   EN ETNOEDUCACION PARA BASICA CON ENFASIS EN LENGUA CASTELLANA Y BILINGUISMO
1057,LICENCIADO   EN ETNOEDUCACIÓN
1058,LICENCIADO   EN ETNOEDUCACIÓN E INTERCULTURALIDAD
1059,LICENCIADO  (A)   EN  CIENCIAS  SOCIALES
1060,LICENCIADO  (A)   EN  FILOSOFÍA
1061,LICENCIADO  EN BILINGÜISMO CON ENFASIS EN INGLES
1062,LICENCIADO  EN CIENCIAS SOCIALES
1063,LICENCIADO  EN DOCENCIA DE COMPUTADORES
1064,LICENCIADO  EN EDUCACION ARTISTICA
1065,LICENCIADO  EN EDUCACION ARTISTICA Y CULTURAL
1066,LICENCIADO  EN EDUCACION BASICA  CON ENFASIS EN MATEMATICAS E INFORMATICA
1067,LICENCIADO  EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES
1068,LICENCIADO  EN EDUCACION BASICA CON ENFASIS EN EDUCACION ARTISTICA
1069,LICENCIADO  EN EDUCACION BASICA CON ENFASIS EN INGLES
1070,LICENCIADO  EN EDUCACION BASICA CON ENFASIS EN MATEMATICAS
1071,LICENCIADO  EN EDUCACION CON ENFASIS EN INGLES
1072,LICENCIADO  EN EDUCACION FISICA
1073,LICENCIADO  EN FISICA
1074,LICENCIADO  EN MATEMATICAS Y FISICA
1075,LICENCIADO (A)  EN EDUCACIÓN INFANTIL
1076,LICENCIADO (A)  EN LENGUAS MODERNAS CON ÉNFASIS EN INGLÉS
1077,LICENCIADO (A)  EN MATEMÁTICAS
1078,LICENCIADO (A)  EN PEDAGOGIA INFANTIL
1079,LICENCIADO (A)  HUMANIDADES Y LENGUA CASTELLANA
1080,LICENCIADO (A) EN  LITERATURA Y LENGUA CASTELLANA
1081,LICENCIADO (A) EN ARTES ESCÉNICAS
1082,LICENCIADO (A) EN CIENCIAS DEL DEPORTE
1083,LICENCIADO (A) EN CIENCIAS NATURALES
1084,LICENCIADO (A) EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL
1085,LICENCIADO (A) EN CIENCIAS NATURALES Y EDUCACIÓN AMBIENTAL
1086,LICENCIADO (A) EN CIENCIAS SOCIALES
1087,LICENCIADO (A) EN EDUCACION BASICA CON ENFASIS EN CIENCIAS NATURALES Y EDUCACION AMBIENTAL
1088,LICENCIADO (A) EN EDUCACION BASICA CON ENFASIS EN CIENCIAS SOCIALES
1089,LICENCIADO (A) EN EDUCACION BASICA CON ENFASIS EN HUMANIDADES LENGUA CASTELLANA
1090,LICENCIADO (A) EN EDUCACION BASICA CON ENFASIS EN TECNOLOGIA E INFORMATICA
1091,LICENCIADO (A) EN EDUCACION CON ESPECIALIDAD EN BIOLOGIA
1092,LICENCIADO (A) EN EDUCACION FISICA
1093,LICENCIADO (A) EN EDUCACION INFANTIL
1094,LICENCIADO (A) EN EDUCACION PREESCOLAR
1095,LICENCIADO (A) EN EDUCACIÓN ARTES PLÁSTICAS
1096,LICENCIADO (A) EN EDUCACIÓN ARTÍSTICA
